date,qc00000132,qc00000135,qc00000207,qc00000208,qc00000211,qc00000219,qc00000230,qc00000231,qc00000235,qc00000237,qc00000238,qc00000240,qc00000241,qc00000247,qc00000248,qc00000250,qc00000255,qc00000278,qc00000281,qc00000301,qc00000304
16/12/1984,6,0.7,0,0,0,0,0,0,0,0.3,0,0,1.7,0,0.8,NA,0,NA,33.6,0,14.7
17/12/1984,2,0,0,0,0,3,0,0,0,5.2,0.2,0,9.2,0,3.7,NA,0,NA,0,0,0
18/12/1984,0,0,0.1,0,4.9,0,0.01,0,0,12.2,2.3,18.2,2.9,0,8.2,NA,0,NA,35.5,0,0
19/12/1984,0,0,0,0,5.1,0,0.01,0,0,5.9,0.2,15,0,0,2.6,NA,0.3,NA,8.1,0.1,0
20/12/1984,0,0,0,0,0,4,0.01,0,0,9.7,2,4.5,0.2,0,8.2,NA,0,NA,0,0,2.9
21/12/1984,2.5,0,0,0,14.6,0.3,0.01,NA,0,2.5,3.1,18,1.4,0,2.1,NA,0,NA,29.8,0.01,1.8
22/12/1984,1.5,0,0,0,3.2,0,0.01,0,0,2.5,0,7,2.9,0,0.2,NA,0,NA,0,0,6.4
23/12/1984,0,0,0,0,0,0,0,0,0,12.1,0,0,0,0,3,NA,0,NA,0,0,8.1
24/12/1984,0,0,0,0,0,6,0,0,0,0.1,0,0,0,0,3,NA,0,NA,26.7,0,1
25/12/1984,0,0,0,0,0,0,0,0,0,0.3,0.4,2,0,0,0.3,NA,0,NA,0,0,0
26/12/1984,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,NA,0,NA,4.9,0,0.2
27/12/1984,0,0,0,0,0,7,0,0,0,0.1,0,4.5,0,0,0,NA,0,NA,22.1,0.01,15.3
28/12/1984,NA,0,0,0,0,6.3,0,0,0,0,0,8,0,0,0,NA,0,NA,1.1,0,2
29/12/1984,NA,0,0,0,9.3,0,0.01,0,0,4.9,4.7,2.5,0,0,6.5,NA,0,NA,34.1,0,6.3
30/12/1984,NA,0,0,0,0,3,0.01,0,0,0,0,1,0,0,0,NA,0,NA,0,0,0
31/12/1984,NA,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2.5,NA,0,NA,0,0,0
1/01/1985,0,0,0,0,0,3,0,NA,0,2,1.6,0,0,0,1,NA,0,NA,1.9,0,7.7
2/01/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0.4,0,0
3/01/1985,0,0,0,0,0,0,0,NA,0,0.1,0,0,0,0,3.5,NA,0,NA,0,0,0
4/01/1985,0,0,0,0,0,8,0,NA,0,0.8,0,0,0,0,6.4,NA,0,NA,0,0,0
5/01/1985,6.3,0,2.8,0.2,1.2,4.3,0,NA,0,3,0,0,0,0,3.6,NA,4.2,NA,0,0,0
6/01/1985,0,0,0,0,0,6,0,NA,0,12.1,1.2,2.5,0,0,8.9,NA,0,NA,0,0,0
7/01/1985,0,0,0,0,0,0,0,NA,0,12.2,0.8,0,0,0,5.3,NA,0,NA,0,0.01,1
8/01/1985,0,0,0,0.1,0,2,0,NA,0,4.6,0,0,0,0,0,NA,0,NA,0,0,5.2
9/01/1985,0,0,0,0,6.4,0.3,0,NA,0,0.1,0,0,0.2,0,1.6,NA,0,NA,0,0,2.5
10/01/1985,0,0,0,0,0,2,0,NA,0,0.4,0,0.5,0,0,0.8,NA,0,NA,0,0,1.4
11/01/1985,0.6,0,0,0,0,0,0,NA,0,1.4,0.9,0,0,0,11.3,NA,0.4,NA,0,0,0
12/01/1985,0,0,0,0,5.3,0,0,NA,0,5.2,0.7,0,0,0,23.5,NA,1.6,NA,1.2,0,0.2
13/01/1985,0,0,0,0,0,4,0,NA,0,4.6,0.3,0,0,0,12.3,NA,0.2,NA,37,0,0
14/01/1985,0,0,0,0,0,2.5,0,NA,0,4.8,5.2,0,0,0,14.1,NA,0.7,NA,0,0,0.1
15/01/1985,0,0,0,0,0,0,0,NA,0,17.7,0,1.5,0,0,1.5,NA,0,NA,0,0,0.8
16/01/1985,0,0,0,0,0,0,0,NA,0,3.2,0,0,0,0,6.7,NA,0,NA,0,0,0
17/01/1985,0,0,0,0,0,0,0,NA,0,1.1,0,0,0,0,4.2,NA,0,NA,7.6,0,0
18/01/1985,0,0,0,0,0,0,0,NA,0,2.3,1.1,0,0,0,8.1,NA,0,NA,0,0,2
19/01/1985,0,0,0,0,0,0,0,NA,0,6.2,1.6,2.5,0,0,14.1,NA,0.1,NA,0,0,0
20/01/1985,0,0,0,0,0,0.3,0,NA,0,3.9,1,1.5,0,0,3.2,NA,0,NA,0,0,0
21/01/1985,0,0,0,0,0,10,0,NA,0,2.2,0,0,0,0,0,NA,0,NA,0,0,0
22/01/1985,0,0,0,0,0,8,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
23/01/1985,0,0,0,0,0,4,0,NA,0,0.1,0,0,0,0,1.2,NA,0,NA,0,0,0
24/01/1985,0,0,0,0,0,0,0,NA,0,1.8,0,0,0,0,2.3,NA,0,NA,0,0,0
25/01/1985,0,0,0,0,0,3,0,NA,0,4,0,0,0,0,1.4,NA,0,NA,0,0,0.4
26/01/1985,0,0,0,0,0,4,0,NA,0,0.1,0,0,0,0,2.1,NA,0,NA,0,0,0.3
27/01/1985,0,0,0,0,0,0,0,NA,0,1.1,0.2,0,0,0,0.3,NA,0,NA,0,0,1.7
28/01/1985,0,0,0,0,4.9,0,0,NA,0,1.1,0,0,0,0,0.2,NA,0,NA,0,0,0
29/01/1985,0,0,0,0,10.9,0,0,NA,0,5,4.8,43,0.4,0,1.3,NA,0,NA,0,0.01,0.8
30/01/1985,0,0,0,0,0,0,0,NA,0,0.8,0,0,0,0,0,NA,0,NA,9.1,0,0
31/01/1985,0,0,0,0,0,0,0,NA,0,2.8,1.5,7.8,0.4,0,1.2,NA,0,NA,4.1,0.01,0.5
1/02/1985,0,0,0.2,0,11.9,0,0.01,0,0,1.2,2.2,6,0,0,3.2,NA,0,NA,0,0.01,4.4
2/02/1985,0,0,0,0,0,0,0.01,0,0.2,0.6,0.6,0,1.4,0,0.9,NA,0,NA,0,0.01,3.1
3/02/1985,0,0,0,0,0,5,0,0,0,2.3,0,4,0,0,0.7,NA,0,NA,0,0,0
4/02/1985,0,0,0,0,0,5,0,0,0,1.1,0,0,0,0,0,NA,0,NA,0,0,0
5/02/1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
6/02/1985,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,NA,0,NA,3.3,0,0
7/02/1985,0.7,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,NA,0,NA,0.9,0,0.7
8/02/1985,0,0,0,0,0,0,0.01,0,0,6.4,0,6,0,0,1.3,NA,0,NA,0,0.01,0.7
9/02/1985,0,0,0,0,0,2,0.01,0,0,7,0.1,2.4,0.6,0,0.5,NA,0.01,NA,8.6,0.01,0.8
10/02/1985,0,0,0,0,20.8,0,0,0,0,3,2.6,4.2,0,0,1.1,NA,0,NA,54.4,0.01,1
11/02/1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.9,NA,2.6,0,0.3
12/02/1985,0,0,0,0,0,4,0,0,0,0.3,0,0,0.2,0,0,NA,0,NA,5.8,0.01,3
13/02/1985,1,0,0,0,26.5,0.3,0,0,0,1.3,1.5,2.5,0,0,2.3,NA,0,NA,57.8,0,3.8
14/02/1985,0,0,0,0,9.6,13,0,0,0,0.2,0,0,0,0,0.5,NA,0.3,NA,23.6,0,2.7
15/02/1985,0,0,0,0,0,9,0,0,0.2,0,0,0,0,0,0.6,NA,0,NA,2.1,0.01,0
16/02/1985,0,0,0,0,1.7,8,0,0,0,0,0,5.5,0,0,0,NA,0,NA,19.4,0,0
17/02/1985,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,NA,0,NA,31,0,0
18/02/1985,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,NA,0,NA,2.6,0.1,0
19/02/1985,0,0,0,0,10.6,0,0,0,0.1,0,0.2,2,0,0,0.1,NA,0,NA,10.3,0.2,1.1
20/02/1985,0,0,0,0,0,0,0,0,0.5,0,0,5,0,0,0,NA,2.7,NA,6.3,0,0
21/02/1985,0,0,0,0,5.1,0.3,0,0,0,0,0,4,0,0,0,NA,0,NA,85.5,0,1.5
22/02/1985,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0,NA,0.5,0.1,2.5
23/02/1985,0,0,2.4,0,0,8,0,0,16.3,27.5,10.3,1.5,27.8,0,53.5,NA,29.8,NA,0,0.01,4.7
24/02/1985,0,0,0.4,0,0,3,0,0,10.1,12.3,0.7,0,0,0,8.5,NA,8.2,NA,0,0,0
25/02/1985,0,0,0,0,0,10,0,0,0,0.1,0,0,0,0,16,NA,0.3,NA,1.4,0,0
26/02/1985,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.8,NA,0,NA,0,0,3.1
27/02/1985,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,3.2,NA,0.5,NA,0.7,0,7
28/02/1985,0,0,0,0,0,6,0,0,0.5,0,0,4,0,0,4.4,NA,0.2,NA,0.8,0,2
1/03/1985,5,0,0,0,45.5,2.3,0,0,0,0,0,4,0,0,1.3,NA,0,NA,2.4,0,0.6
2/03/1985,0.6,0,0,0,43,4,0,0,0,0.1,0,5,0.01,0,2.2,NA,0.6,NA,17.3,0,1.7
3/03/1985,10,0,0,0,10.8,12,0,0,0,0,0.3,4,0.01,0,0.4,NA,0,NA,4.8,0.01,0.4
4/03/1985,0,0,0.1,0,2.3,12,0.01,0,1.4,2.5,1.3,13.5,0.01,0.01,4.1,NA,0.9,NA,2.3,0.01,0.1
5/03/1985,0,0,15.9,5.1,0,0.3,11.3,0,16.3,14.2,7.4,10.4,0.01,9.5,14.4,NA,21.2,NA,2.8,3.2,1.6
6/03/1985,0,0,0,0,0,6,0.4,0,31.6,1.6,1.4,1,28.7,0.01,20.7,NA,25.8,NA,0,0,2.5
7/03/1985,0,0,NA,NA,0,6,0.01,0,1.5,0,0.3,2.5,0,1,2.8,NA,2.8,NA,13.6,0,0.7
8/03/1985,0,0,NA,NA,25.9,13,0,0,0,0,0,0.5,0,0,0,NA,0,NA,23.1,0,0
9/03/1985,1,0,NA,NA,0,3,0,0,0,0.9,3.7,0,0,0,0,NA,1.5,NA,0,0,0
10/03/1985,0,0,NA,NA,0.01,2,0,0,7.5,6.2,0,0,0,0,2.7,NA,1,NA,0,0,0
11/03/1985,4.2,0,NA,NA,0,0,0,0,27.7,4.2,1.2,0,0,0,41.2,NA,2.3,NA,0.4,0,2.2
12/03/1985,0,0,NA,NA,0,0.3,0,0,0.3,18.3,0,0,0,0,15,NA,3,NA,1.5,0,0.8
13/03/1985,0,0,NA,NA,0,6,0,0,0,13.7,0,0,0,0,0.9,NA,0,NA,0.3,0,5.8
14/03/1985,0,0,0,0,0,2,0,0,0,0.1,0,0,0,0,5.5,NA,0,NA,0.4,0,0
15/03/1985,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,6.5,NA,0.2,NA,13.8,0,0
16/03/1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,NA,0,NA,0,0,0
17/03/1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,NA,0,NA,0,0,0
18/03/1985,0,0,0,0,30.6,0,0,0,0.7,14.3,0.8,0,0,0,11.2,NA,0,NA,0,0,0
19/03/1985,0,0,0,0,0,4,0,0,0,2.2,0,0,0,0,20.9,NA,0.2,NA,0,0,0
20/03/1985,0,0,0,0,20.9,10.5,0,0,0,0.1,0,0,0,0,0.8,NA,0,NA,0.5,0,0
21/03/1985,0,0,0,0,9.1,6,0,0,0,0.1,0,0,0,0,0,NA,0,NA,0,0,0
22/03/1985,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,0,NA,6.4,0,0
23/03/1985,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
24/03/1985,0,0,0,0,0,6,0,0,0,0,0,1.5,0,0,0,NA,0,NA,0,0,0
25/03/1985,0,0,0,0,10.8,4,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
26/03/1985,0,0,0,0,0,10.3,0,0,0,1.3,0,1,0,0,0.6,NA,0,NA,0.3,0,0
27/03/1985,0,0,0,0,0,7,0,0,0,0.8,0.1,3,0.01,0,0.2,NA,0,NA,13.3,0,4.2
28/03/1985,0,0,0,0,0,8,0,0,0,0.1,0,3,0,0,0.1,NA,0,NA,17.1,0,0
29/03/1985,0,0,0,0,0,9,0,0,0.1,0.1,0,0,0,0,0,NA,0,NA,1.8,0,2.9
30/03/1985,2.5,0,0,0,0,8,0,0,0.3,22.1,5.7,5.2,0,0.01,7.8,NA,0.2,NA,7,0,2.5
31/03/1985,0,0,0,0,0,0,0,0,1,13.8,1,0,0,0,12.7,NA,0,NA,56.7,0,11.2
1/04/1985,0,0,0,0,14.9,2,0,0,0,3.4,0,2,0,0,11,NA,0,NA,0,0,3.2
2/04/1985,0,0,0,0,0,0,0,0,0.1,5.4,0,0,0,0,8.2,NA,0,NA,0,0,1.7
3/04/1985,0,0,0,0,2.8,7,0,0,0,1.2,0,0,0,0,0.1,NA,0,NA,50.2,0,0
4/04/1985,0,0,0,0,0,70.3,0,0,0,0,0,8,0,0,0.2,NA,0,NA,18,0,6.6
5/04/1985,0,0,0,0,8.6,10,0,0,0,0,0,0,0,0,2.8,NA,0,NA,0,0,0
6/04/1985,0,0,0,0,0,0,0,0,0,0,0,4,0.7,0,0,NA,0,NA,0,0,0
7/04/1985,0,0,0,0,0,0.9,0,0,0,2.5,0,39,0.01,0,1.3,NA,0,NA,21.3,0,2.4
8/04/1985,0,0,0,0,10.3,10,0,0,0,0.2,0,4.6,0.3,0,0,NA,0,NA,10.6,0,11.9
9/04/1985,0,0,0,0,0,0,0,0,0,16.5,7.8,1,0.01,0,1.3,NA,0,NA,8.5,0.01,2.7
10/04/1985,0,0,0,0.2,0,0,0,0,0,14.2,0,0.3,0,0,0.4,NA,0,NA,0,0.01,1.6
11/04/1985,0,0,0,0,0,0,0,0,0,0.5,0.4,3.4,0,0,1.3,NA,0,NA,0,0,3.5
12/04/1985,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,NA,0,NA,11.4,0,0.3
13/04/1985,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,NA,0,NA,3,0,0.8
14/04/1985,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0.2,NA,0,NA,0,0,0
15/04/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0.2
16/04/1985,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
17/04/1985,0,0,0,0,0,0,0,0,0,0.1,0,1.4,0,0,0.2,NA,0,NA,0.5,0,0
18/04/1985,0,0,0,0,0,0,0,0,0,1.6,0,3.2,0,0,0.2,NA,0,NA,43.7,0,0.4
19/04/1985,0,0,0,0,11.3,6,0,0,0,0.1,0,0,0,0,0.2,NA,0,NA,9.6,0,0.5
20/04/1985,0,0,0,0,1.5,9,0,0,0,0,0,1,0,0,0,NA,0,NA,24.7,0,2.8
21/04/1985,0,0,0,0,0,0,0,0,0,0,0,5,0.1,0,0.2,NA,0,NA,2.4,0,2.9
22/04/1985,0,0,0,0,3.2,0,0,0,0,3.5,0,0.5,0.01,0,2,NA,0,NA,1.4,0,0.4
23/04/1985,0,0,0,0,14.6,2,0,0,0,0.8,0,0.2,0,0,1.8,NA,0,NA,14.7,0,0
24/04/1985,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,5.2,NA,0,NA,6.7,0,0
25/04/1985,0,0,0,0,0,0,0,0,0,0.8,0,0.2,0,0,2.7,NA,0,NA,8.8,0,0
26/04/1985,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,NA,0,NA,32.1,0,0
27/04/1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1.2,0,0
28/04/1985,0,0,0,0,0,2,0,0,0,0.1,0,0,0,0,0,NA,0,NA,0,0,0
29/04/1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0.8,0,0
30/04/1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,17.4,0,0
1/05/1985,0,0,0,0,31.6,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
2/05/1985,0,0,0,0,0,0,0,NA,0,0.2,0,1.2,0,0,0,NA,0,NA,7.5,0,19.8
3/05/1985,0,0,0,0,0,7,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0.1
4/05/1985,0,0,0,0,35.7,0,0,NA,0,5.8,4.1,5.2,3.2,0,0.9,NA,0.4,NA,0,0,0
5/05/1985,0,0,0,0,0,0.3,0,NA,0,4.8,0,0,0,0,0,NA,0,NA,0,0,0
6/05/1985,0,0,0,0,0,14,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
7/05/1985,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
8/05/1985,0,0,0,0,0,15,0,NA,0,0,0,0,0,0,0,NA,0,NA,21.9,0,0
9/05/1985,6,0,0,0,6.2,3,0,NA,0,0,0,6,0,0,0,NA,0,NA,0,0,0
10/05/1985,0,0,1.3,2.7,1.8,7.5,0.1,NA,3.5,16.3,4,3.2,23.2,2.5,13,NA,2.3,NA,2.5,4.6,10
11/05/1985,0,0,0.7,0.3,0,13,0.9,NA,3.8,18.7,6.7,0,0,0.8,14.8,NA,0.2,NA,0,0.01,4.7
12/05/1985,0,0,0,0,0,0,0,NA,0,0.3,0,0,0,0,0,NA,0,NA,0.6,0,0.9
13/05/1985,0,0,0,0,13.1,7,0,NA,0,0,0,8,0,0,0,NA,0,NA,15.8,0,0
14/05/1985,0,0,0,0,51.7,0,0,NA,0,0.4,0,14.5,0,0,0.2,NA,0,NA,24.9,0,0
15/05/1985,0,0,0,0,8.9,6,0,NA,0,0,0.5,3.4,0,0,0,NA,0,NA,1.7,0,0
16/05/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1.1,NA,0,NA,2.5,0,1
17/05/1985,0,0,0,0,0,0,0,NA,0,24.2,3.5,0,10.7,0,3.5,NA,0,NA,0,0,6.8
18/05/1985,0,0,0,0,9.3,5,0,NA,0.3,8.6,3.1,32,3.9,0,5.6,NA,0,NA,23.2,0,0
19/05/1985,1,0,0,0.2,14.6,0,0,NA,1.1,4.3,2.7,7,4.2,0.01,1.7,NA,1,NA,0,0,6
20/05/1985,0,0,0,0,0,11,0,NA,0,0,0,0,0,0,0.5,NA,0,NA,0,0,0
21/05/1985,0,0,0,0,0,0,0,NA,0,0.8,2.8,0,0,0,0,NA,0,NA,1.4,0,1.5
22/05/1985,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,NA,0,NA,10.7,0,0.8
23/05/1985,0,0,0,0,5.6,4,0,NA,0,1.8,0.9,7.2,0.01,0,0,NA,0,NA,8.8,0,0
24/05/1985,0,0,0,0,9.3,2,0,NA,0,7.3,6.3,3.2,2.8,0.01,0.5,NA,0,NA,7.1,0,0
25/05/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
26/05/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0.5,0,0
27/05/1985,0,0,0,0,7.1,7,0,NA,0,0.1,0,13,0,0,0,NA,0,NA,14.3,0,0
28/05/1985,0,0,0,0,48.7,1.3,0,NA,0,0.8,0,18,0,0,0.4,NA,0,NA,19.4,0.01,0
29/05/1985,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,NA,0,NA,9.4,0,0
30/05/1985,0,0,0,0,20.5,0,0,NA,0,0.3,0,5,0,0,0,NA,0,NA,13.4,0.01,0
31/05/1985,0,0,0,0,0,0,0,NA,0,0.6,0,2,0.8,0,2.2,NA,0,NA,30.3,0.4,1.4
1/06/1985,0,0,0,0,0,10,0,NA,0,0,0,0.5,0,0,0,NA,0,NA,0,0.01,0
2/06/1985,0,0,0,0,0,6,0,NA,0,0,0,0,0,0,0,NA,0,NA,2,0,0
3/06/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,38.7,0,0
4/06/1985,0,0,0,0,22.8,2,0,NA,0,0,0,1,0,0,0,NA,0,NA,8.9,0,0
5/06/1985,0,0,0,0,6.3,0,0,NA,0,0,0,4.5,0,0,0,NA,0,NA,1.5,0,0.4
6/06/1985,0,0,0,0,0,9,0,NA,0,0,0.1,4,0,0,0,NA,0,NA,0,0,0
7/06/1985,0,0,0,0,7.8,0.3,0,NA,0,0,0,1,0,0,0,NA,0,NA,0,0,0
8/06/1985,0,0,0,0,1.2,1,0,NA,0,0.9,0,2.2,0.01,0,0,NA,0,NA,0,0,0
9/06/1985,0,0,0,0,15.1,0,0,NA,0,0.1,0,0,0,0,0,NA,0,NA,0,0,0
10/06/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
11/06/1985,0,0,0,0,0,8,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
12/06/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
13/06/1985,0,0,0,0,0,4,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
14/06/1985,0,0,0,0,0,13,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
15/06/1985,0,0,0,0,0,0,0,NA,0,0,0,5.5,0,0,0,NA,0,NA,3.4,0,0
16/06/1985,0,0,0,0,0,0,0,NA,0,0,0,0.5,0,0,0,NA,0,NA,6.4,0,0
17/06/1985,0,0,0,0,0,4,0,NA,0,0,0,1,0,0,0,NA,0,NA,24.2,0,0
18/06/1985,0,0,0,0,0,0,0,NA,0,0,0,6,0,0,0,NA,0,NA,8.6,0,0
19/06/1985,0,0,0,0,0,1.5,0,NA,0,0,0,6.8,0,0,0,NA,0,NA,21.3,0,0
20/06/1985,0,0,0,0,0,0.3,0,NA,0,0,0,1.5,0,0,0,NA,0,NA,1,0,0
21/06/1985,0,0,0,0,0,7,0,NA,0,0,0,8,0,0,0,NA,0,NA,5.5,0,0
22/06/1985,0,0,0,0,0,8,0,NA,0,0,0,12,0,0,0,NA,0,NA,0,0,0
23/06/1985,0,0,0,0,0,3,0,NA,0,0,0,2,0,0,0,NA,0,NA,20,0,0
24/06/1985,0,0,0,0,0,6,0,NA,0,0,0,3,0,0,0,NA,0,NA,10,0,0
25/06/1985,0,0,0,0,0,9,0,NA,0,0,0,0,0,0,0,NA,0,NA,13.8,0,0
26/06/1985,0,0,0,0,0,0,0.01,NA,0,0,0,3.5,0,0,0,NA,0,NA,2.5,0,0
27/06/1985,0,0,0,0,0,6,0.01,NA,0,0,0,3.4,0,0,0,NA,0,NA,20,0,0
28/06/1985,0,0,0,0,0,11,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
29/06/1985,0,0,0,0,9.4,0,0,NA,0,1.1,0,0,0,0,0,NA,0,NA,0,0,0
30/06/1985,0,0,0,0,0,0.3,0,NA,0,0,0,5.5,0,0,0,NA,0,NA,0,0,0
1/07/1985,0,0,0,0,0,0,0,NA,0,0,0,1.2,0,0,0,NA,0,NA,44.5,NA,0
2/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,23.5,NA,0
3/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0.4,0,0.01,0,NA,0,NA,7.4,NA,0
4/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,6.3,NA,0
5/07/1985,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,NA,0,NA,22,NA,0
6/07/1985,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,NA,0,NA,21.2,NA,0
7/07/1985,0,0,0,0,0,4,0,NA,0,0,0,2,0,0,0,NA,0,NA,0,NA,0
8/07/1985,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,3.4
9/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
10/07/1985,0,0,0,0,0,7,0,NA,0,0,0,4.2,0,0,0,NA,0,NA,13.9,NA,0
11/07/1985,0,0,0,0,18.1,0,0,NA,0,0,0,3,0,0,0,NA,0,NA,0,NA,0
12/07/1985,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,NA,0,NA,0,NA,0
13/07/1985,0.9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
14/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
15/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,20.8,NA,0
16/07/1985,0.01,0,0,0,0,0,0,NA,0,0,0,0.5,0,0,0,NA,0,NA,0,NA,0
17/07/1985,0,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
18/07/1985,0,0,0,0,0,10,0,NA,0,0,0,0,0,0,0,NA,0,NA,4.5,NA,0
19/07/1985,0,0,0,0,0,7,0,NA,0,0,0,0,0,0,0,NA,0,NA,21.2,NA,0
20/07/1985,0,0,0,0,14.3,0,0,NA,0,0,0,1,0,0,0,NA,0,NA,0,NA,0
21/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
22/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
23/07/1985,0.01,0,0,0,0,9,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
24/07/1985,0.01,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0.9,NA,0
25/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,20.3,NA,0
26/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,1.7,NA,0
27/07/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0.3,NA,0
28/07/1985,0,0,0,0,0,6,0,NA,0,0,0,5.5,0,0,0.3,NA,0,NA,0.4,NA,0
29/07/1985,0,0,0,0,0,2,0,NA,0,0,0,11.5,0,0,0,NA,0,NA,7.7,NA,0.4
30/07/1985,0.01,0,0,0,0,20,0,NA,0,0,0,5.9,0,0,0,NA,0,NA,88.5,NA,1
31/07/1985,0,0,0,0,0,0.3,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
1/08/1985,0.7,0,0,0,11.5,0,0,NA,0,1,0,6,0,0,0.3,NA,0,NA,0.9,NA,1.4
2/08/1985,0,0,0,0.1,8,2,0,NA,0,0.2,0,10.5,0,0.01,0,NA,0,NA,2.6,NA,0
3/08/1985,0,0,0,0,5.4,3,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
4/08/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
5/08/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0
6/08/1985,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0
7/08/1985,0,0,0,1.2,0,0,1.1,NA,0,1.5,0,1.5,0,0,0,NA,0,NA,0,0,2.5
8/08/1985,0,0,0,0,0,6,0,NA,1.8,0.4,0,10.5,0.01,0,5.1,NA,0,NA,49,0,3.5
9/08/1985,0,0,0,0,1.2,0,0.01,NA,0.1,10.1,0,3.5,0,0,0,NA,0.2,NA,9.5,0,5.9
